0,1,2,3,4,5,6
,TIME,,"CREWCDRFE-2FE-4FE-3FE-5,FE-6CDR,FE-4FE-5FE-6FE-2FE-3FE-3,FE-5FE-4CDR,FE-4FE-2FE-3,FE-5FE-2FE-3,FE-5FE-6FE-2FE-2FE-2FE-2CDR,FE-4FE-3FE-5FE-2FE-5CDR,FE-4",,"ACTIVITYMorning Inspection.Reboot of Laptop RS2Test of  SM Caution & Warning Panel (ПСС)Morning Inspection.Reboot of RSS1,2Morning Inspection.[СМ-У] connector inspection on МНР-НС behind [АСУ] panel139Morning InspectionMorning InspectionPostsleepBREAKFASTWork PrepDaily Planning Conference (S-band)Work PrepCrew Quarters Laptop PowerdownCIR - Alignment Guide RemovalСОЖ MaintenanceNode 2 Camera Setup for Hatch OpeningNode 2 Nadir Common Berthing Mechanism (CBM) Controller Panel Assembly (CPA)RemovalComm config for tagups from МRМ1 (МRМ2)KAPLYA-2. [НА] Installation, Vacuum Configuration Setup, Noise Filter (ФПП)Installation, Particle Cooler/Generator Module (МКХИ) Connection to Remote ControlPanel (ПДУ). Tag-up with specialists(S-band)Taking PILLE readingsNode 2 Nadir to Cygnus Vestibule OutfittingAir Sampling in SM and FGB Using [АК-1М] SamplerCygnus IngressARED ExerciseAir Sampling in Cygnus using [АК-1М] sampler prior to air duct installationAir Sampling in SM for Freon using [АК-1М] samplerAir Sampling for CO in SM using ИПД samplersExercise data download and downlinkKAPLYA-2.check MCC [НА] connection to MRM1 СFE. Tag-up with specialists (S-band)Cygnus Cargo PhotoCGBA- status check and screen cleaningVELO Exercise, Day 4Robotics Work Station (RWS) TeardownKAPLYA-2. [НА] connection and camcorder setup. Tag-up with specialists (S-band)",
,06:00-06:10,,,,,
,06:00-06:10,,,,,
,06:00-06:10,,,,,
,06:00-06:10,,,,,
,06:00-06:10,,,,,
,06:10-06:40,,,,,
,06:40-07:30,,,,,
,,,,,,
,07:30-07:40,,,,,
,,,,,,
,07:40-08:05,,,,,
,08:05-08:25,,,,,
,08:05-08:15,,,,,
,08:05-08:15,,,,,
,08:05-08:45,,,,,
,08:10-08:15,,,,,
,,,,,,
,08:15-09:15,,,,,
,,,,,,
,08:35-08:40,,,,,
,08:40-10:40,,,,,
,08:45-09:35,,,,,
,09:15-09:45,,,,,
,09:35-10:00,,,,,
,09:45-10:40,,,,,
,09:50-11:20,,,,,
,10:00-10:10,,,,,
,10:10-10:20,,,,,
,10:20-10:30,,,,,
,10:30-10:45,,,,,
,,,,,,
,10:40-11:00,,,,,
,,,,,,
,10:40-11:10,,,,,
,10:40-10:45,,,,,
,10:45-11:45,,,,,
,10:45-10:55,,,,,
,11:00-11:30,,,,,
TIME,CREW,,ACTIVITY,,,
06:00-06:10,CDR,Morning Inspection.  SM ПСС (Caution & Warning Panel) Test,,,,
06:00-06:10,FE-2,Morning Inspection.  Laptop RS2(1) Reboot,,,,
06:00-06:05,FE-3,ENERGY Experiment Constraints Reminder,,,,
06:00-06:10,FE-4,"Morning Inspection.  Reboot Laptop RSS1, RSS2",,,,
06:00-06:10,"FE-5,FE-6",Morning Inspection,,,,
06:05-06:10,FE-3,Reading REMINDER,,,,
06:10-06:40,,Post-sleep,,,,
,"CDR, FE-2,",,,,,
06:40-07:30,"FE-4, FE-5,",BREAKFAST,,,,
,FE-6,,,,,
06:40-07:25,FE-3,BREAKFAST,,,,
07:25-07:30,FE-3,ENERGY Diet Log of Breakfast,,,,
07:30-07:45,,ISS crew and ГОГУ (RSA Flight Control Management Team) weekly conference (S-band),,,,
07:45-08:15,FE-3,USND2 - Hardware Setup and Activation,,,,
,"CDR, FE-2,",,,,,
07:45-08:15,"FE-4, FE-5,",Work Prep,,,,
,FE-6,,,,,
08:15-08:35,,Daily Planning Conference (S-band),,,,
08:35-10:05,CDR,ARED Exercise,,,,
08:35-08:45,FE-4,On MCC GO Filling up ТГК 420 (DC1) СрПК Section 2 with N2,,,,
08:35-08:45,FE-6,SPHERES - Installation of Charged Batteries,,,,
08:35-08:45,"FE-2, FE-5",Handover of US photo camera to RS EVA crew,,,,
08:40-08:50,FE-3,Ultrasound - Scanning Prep,,,,
08:45-09:10,FE-4,Replacement of СРВ-К2М Sediment Trap Insert,,,,
08:50-09:30,"FE-3, FE-5",Ultrasound Scan - Operator,,,,
08:50-10:20,FE-2,"БД-2 Exercise, Day 3",,,,
09:10-09:50,FE-4,СОЖ Maintenance,,,,
09:15-10:15,FE-6,T2 Exercise,,,,
09:30-09:45,FE-5,3DA1 Camcorder Setup,,,,
09:40-09:50,FE-3,Ultrasound Data Export,,,,
09:50-11:20,FE-4,"БД-2 Exercise, Day 4",,,,
09:50-09:55,FE-3,Ultrasound Scanning,,,,
09:50-10:00,FE-5,SPHERES SLOSH P/L Hard Drive Stowage,,,,
09:55-10:05,FE-3,Terminate EMU Metox Regeneration,,,,
10:05-10:20,CDR,Preparing Orlan Comm and Telemetry Assets,,,,
10:05-11:10,FE-3,OH - Hardware Setup,,,,
,TIME,,,,,
,06:00-06:05,,,,,
,,,,,,
,06:00-06:10,,,,,
,,,,,,
,,,,,,
,06:00-06:10,,,,,
,,,,,,
,,,,,,
,06:00-06:10,,,,,
,,,,,,
,06:05-06:10,,,,,
,06:10-06:40,,,,,
,,,,,,
,,,,,,
,06:40-07:25,,,,,
,,,,,,
,TIME,,"CREWCDRFE-2FE-3FE-4FE-6FE-5FE-5FE-3CDRFE-3,FE-4,FE-5,FE-6CDRFE-2FE-2CDR,FE-3FE-2FE-4,FE-5,FE-6FE-2CDRFE-3.CDR,FE-2FE-3FE-4FE-5,FE-6FE-5FE-6FE-5FE-6FE-3FE-4CDR,FE-2",,"ACTIVITY / ODF or r/gMorning Inspection. SM ПСС (Caution & Warning Panel) TestMorning Inspection.Laptop RS2(1) RebootInspection of СМ-У connector on МНР-НС separator pump behind АСУpanel 139Reading REMINDERMorning Inspection.Reboot Laptop RSS1, RSS2Morning InspectionReading REMINDER - PFEMorning InspectionMorning InspectionBiochemical Urine Test prior to EVAPost-sleepPost-sleepBiochemical Urine Test prior to EVAPost-sleepBREAKFASTBREAKFASTBREAKFASTS/G2 Configuration in MRM2TERMO-LADA. Visual Inspection of Hardware OperationENERGY Diet Log of BreakfastDaily Planning ConferenceDC1 and ПхО configuration for EVAMRM2 Configuration for EVA 37ASM TVS Configuration setup and Test.  Closing CP SSC Application andDeactivation of МАК-001 ВКУ.Work PrepHam Radio DeactivationCUCU DeactivationPeriodic Fitness Evaluation - Nom Ops (subject)Image Processing Unit (IPU) Hard Disk ExchangeT2 ExerciseСОЖ MaintenanceSpacesuit Systems Checkout",
,06:00-06:10,,,,,
,06:00-06:15,,,,,
,06:00-06:05,,,,,
,,,,,,
,06:00-06:10,,,,,
,,,,,,
,06:00-06:10,,,,,
,06:00-06:05,,,,,
,06:05-06:10,,,,,
,06:05-06:10,,,,,
,06:10-06:15,,,,,
,,,,,,
,06:10-06:40,,,,,
,,,,,,
,06:15-06:40,,,,,
,06:15-06:20,,,,,
,06:20-06:40,,,,,
,06:40-07:15,,,,,
,06:40-07:10,,,,,
,,,,,,
,06:40-07:20,,,,,
,,,,,,
,07:10-07:20,,,,,
,07:15-07:20,,,,,
,07:15-07:20,,,,,
,07:20-07:40,,,,,
,07:40-08:40,,,,,
,07:40-08:10,,,,,
,,,,,,
,07:40-08:20,,,,,
,,,,,,
,07:40-08:00,,,,,
,08:00-08:10,,,,,
,08:00-08:10,,,,,
,08:10-09:40,,,,,
,08:10-08:35,,,,,
,08:10-09:10,,,,,
,08:30-09:10,,,,,
,08:40-09:15,,,,,
TIME,CREW,,ACTIVITY,,,
06:00-06:10,"CDR, FE-3, FE-5, FE-6",Morning Inspection,,,,
06:00-06:10,FE-2,"Morning Inspection. RSS1,2 Reboot",,,,
06:00-06:10,FE-4,Morning Inspection. Laptop RS1(2) Reboot,,,,
06:10-06:40,,Post-sleep,,,,
,"FE-2, FE-3,",,,,,
06:40-07:30,"FE-4, FE-5,",BREAKFAST,,,,
,FE-6,,,,,
06:40-07:30,CDR,BREAKFAST. SM ПСС (Caution & Warning Panel) Test (after breakfast),,,,
,,"Weekly Housekeeping. / МО Book 1, 1.2.1 p. 1-2",,,,
,,"SM Ventilation Subsystem Preventive Maintenance, Group E",,,,
07:30-09:30,CDR,FGB ЦВ2 Fan Cleaning,,,,
,,Inspection of Air Conditioner,,,,
,,Cleaning Auxiliary Computer System (ВКС) Laptops,,,,
07:30-10:05,FE-2,Weekly Housekeeping  Cleaning Auxiliary Computer System (ВКС) Laptops,,,,
07:30-10:30,FE-4,Weekly Housekeeping Cleaning Auxiliary Computer System (ВКС) Laptops,,,,
07:30-08:10,FE-6,Weekly Housekeeping,,,,
07:30-10:30,"FE-3, FE-5",Weekly Housekeeping,,,,
08:10-08:20,FE-6,Cygnus PROX and НСР Activation,,,,
08:20-10:20,FE-6,Weekly Housekeeping,,,,
10:05-10:20,"CDR, FE-2","Private conference w/family, friends and colleagues (Ku + S-band)",,,,
10:20-10:45,FE-2,Weekly Housekeeping Cleaning Auxiliary Computer System (ВКС) Laptops,,,,
10:20-11:50,FE-6,ARED Exercise,,,,
10:30-10:35,FE-3,CGBA - Status Check and Monitor Cleaning,,,,
11:10-12:10,FE-3,CEVIS Exercise,,,,
11:30-13:00,FE-2,"БД-2 Exercise, Day 3",,,,
11:50-12:10,FE-6,HTV Hardware Command Panel (HCP) Checkout,,,,
12:10-13:40,FE-3,ARED Exercise,,,,
12:10-12:30,FE-6,Weekly Housekeeping,,,,
12:40-13:40,FE-4,"VELO Exercise, Day 4",,,,
12:40-13:40,CDR,Weekly Housekeeping  Cleaning SM and FGB Potok-150MK Air Purification System Pre-filters,,,,
13:15-13:35,FE-6,HTV Hardware Command Panel (HCP) Checkout,,,,
13:40-14:40,,LUNCH,,,,
14:40-15:20,FE-4,СОЖ Maintenance,,,,
14:40-14:50,"FE-3, FE-5, FE-6",Food Frequency Questionnaire,,,,
14:50-15:00,FE-5,Station Support Computer (SSC) Server Fan Cleaning,,,,
,TIME,,"CREWCDR, FE-5,FE-6FE-2FE-3FE-4FE-3CDRFE-2, FE-4,FE-5, FE-6FE-3FE-3FE-3, FE-5,FE-6FE-2CDR, FE-4FE-4FE-2FE-3FE-5CDRCDRFE-4FE-3CDRFE-6FE-4FE-4FE-5CDR, FE-2,FE-4FE-3, FE-5,FE-6CDRFE-4",,"ACTIVITYMorning InspectionMorning Inspection.Laptop RS2(1) RebootENERGY Experiment Constraints ReminderMorning Inspection.Reboot Laptop RSS1,RSS2Morning InspectionPost-sleepBREAKFAST.SM ПСС Test (after breakfast)BREAKFASTBREAKFASTENERGY Diet Log of BreakfastWeekly HousekeepingARED ExerciseNAPOR-miniRSA. Crew EVA emergency training.  Tagup with specialists(S-band)NAPOR-miniRSA. Familiarization with БЗУ-М indication. Tagup withspecialists (S-band)БД-2 Exercise, Day 4ARED ExerciseCGBA - Status Check and Monitor CleaningCleaning БМП (Harmful Contaminants Removal System) fan grilleVELO Exercise, Day 1On MCC Go ISS N2 Repress from Progress 420 (DC1) СрПК Section 2(start)CEVIS ExerciseБД-2 Exercise, Day 1ARED ExercisePrivate Family Conference (Ku + S-band)VELO Exercise, Day 1Journal EntryLUNCHСОЖ MaintenanceISS N2 Repress from ТКГ 420 (DC1) СрПК Section 2 (terminate)",
,,,,,,
,06:00-06:10,,,,,
,,,,,,
,06:00-06:10,,,,,
,06:00-06:05,,,,,
,,,,,,
,06:00-06:10,,,,,
,,,,,,
,06:05-06:10,,,,,
,06:10-06:40,,,,,
,,,,,,
,06:40-07:30,,,,,
,,,,,,
,06:40-07:30,,,,,
,,,,,,
,06:40-07:25,,,,,
,07:25-07:30,,,,,
,,,,,,
,07:30-10:30,,,,,
,,,,,,
,09:00-10:30,,,,,
,09:00-10:00,,,,,
,10:00-10:30,,,,,
,10:30-11:30,,,,,
,10:30-12:00,,,,,
,10:30-10:35,,,,,
,10:50-11:05,,,,,
,11:05-12:05,,,,,
,11:30-11:35,,,,,
,12:00-13:00,,,,,
,12:05-13:35,,,,,
,12:10-13:40,,,,,
,12:15-12:30,,,,,
,12:35-13:35,,,,,
,13:25-13:40,,,,,
,,,,,,
,13:35-14:35,,,,,
,,,,,,
,,,,,,
,13:40-14:40,,,,,
,,,,,,
,14:35-15:15,,,,,
,14:35-14:40,,,,,
