,0,1,count
2500,ops,blood,5
2501,ops,urine,12
2502,ops,tv,118
2503,ops,drying,17
2504,ops,kuband,13
2505,ops,iss,109
2506,ops,progress,150
2507,ops,repress,10
2508,ops,mcc,28
2509,closeout,radio,4
2510,closeout,ham,3
2511,closeout,session,13
2512,closeout,data,59
2513,closeout,transfer,31
2514,closeout,questionnaire,0
2515,closeout,downlink,16
2516,closeout,mec,1
2517,closeout,air,32
2518,closeout,sm,33
2519,closeout,sampling,9
2520,closeout,fan,3
2521,closeout,cleaning,4
2522,closeout,maintenance,5
2523,closeout,сож,0
2524,closeout,ssc,0
2525,closeout,support,2
2526,closeout,cleanup,0
2527,closeout,cable,14
2528,closeout,cargo,1
2529,closeout,file,0
2530,closeout,comm,4
2531,closeout,config,3
2532,closeout,reconfig,1
2533,closeout,test,14
2534,closeout,check,31
2535,closeout,monitoring,6
2536,closeout,water,25
2537,closeout,private,0
2538,closeout,icv,4
2539,closeout,fgb,6
2540,closeout,measurements,6
2541,closeout,lab,11
2542,closeout,battery,3
2543,closeout,status,1
2544,closeout,charge,1
2545,closeout,payload,6
2546,closeout,video,24
2547,closeout,review,0
2548,closeout,msg,0
2549,closeout,experiment,51
2550,closeout,procedure,1
2551,closeout,inspection,2
2552,closeout,laptop,4
2553,closeout,tank,19
2554,closeout,morning,1
2555,closeout,soyuz,31
2556,closeout,unit,5
2557,closeout,replacement,21
2558,closeout,bag,2
2559,closeout,filter,1
2560,closeout,start,10
2561,closeout,photo,38
2562,closeout,regeneration,4
2563,closeout,cartridge,3
2564,closeout,бмп,2
2565,closeout,tagup,150
2566,closeout,specialists,113
2567,closeout,activation,22
2568,closeout,preparation,2
2569,closeout,installation,22
2570,closeout,dc1,0
2571,closeout,node,5
2572,closeout,equipment,15
2573,closeout,prep,16
2574,closeout,return,10
2575,closeout,stow,35
2576,closeout,exercise,18
2577,closeout,physical,0
2578,closeout,day,2
2579,closeout,tvis,1
2580,closeout,ims,0
2581,closeout,collection,17
2582,closeout,hrf,32
2583,closeout,blood,2
2584,closeout,urine,10
2585,closeout,tv,15
2586,closeout,drying,2
2587,closeout,kuband,0
2588,closeout,iss,12
2589,closeout,progress,9
2590,closeout,repress,0
2591,closeout,mcc,5
2592,radio,ham,656
2593,radio,session,235
2594,radio,data,25
2595,radio,transfer,3
2596,radio,questionnaire,2
2597,radio,downlink,7
2598,radio,mec,0
2599,radio,air,3
2600,radio,sm,145
2601,radio,sampling,0
2602,radio,fan,0
2603,radio,cleaning,0
2604,radio,maintenance,0
2605,radio,сож,0
2606,radio,ssc,0
2607,radio,support,0
2608,radio,cleanup,0
2609,radio,cable,4
2610,radio,cargo,0
2611,radio,file,5
2612,radio,comm,18
2613,radio,config,4
2614,radio,reconfig,2
2615,radio,test,10
2616,radio,check,16
2617,radio,monitoring,2
2618,radio,water,0
2619,radio,private,0
2620,radio,icv,0
2621,radio,fgb,45
2622,radio,measurements,2
2623,radio,lab,0
2624,radio,battery,1
2625,radio,status,0
2626,radio,charge,0
2627,radio,payload,2
2628,radio,video,6
2629,radio,review,3
2630,radio,msg,0
2631,radio,experiment,3
2632,radio,procedure,1
2633,radio,inspection,0
2634,radio,laptop,1
2635,radio,tank,1
2636,radio,morning,0
2637,radio,soyuz,4
2638,radio,unit,3
2639,radio,replacement,4
2640,radio,bag,0
2641,radio,filter,0
2642,radio,start,0
2643,radio,photo,4
2644,radio,regeneration,0
2645,radio,cartridge,0
2646,radio,бмп,0
2647,radio,tagup,27
2648,radio,specialists,16
2649,radio,activation,119
2650,radio,preparation,10
2651,radio,installation,15
2652,radio,dc1,3
2653,radio,node,0
2654,radio,equipment,37
2655,radio,prep,85
2656,radio,return,0
2657,radio,stow,3
2658,radio,exercise,0
2659,radio,physical,0
2660,radio,day,4
2661,radio,tvis,0
2662,radio,ims,2
2663,radio,collection,0
2664,radio,hrf,0
2665,radio,blood,0
2666,radio,urine,0
2667,radio,tv,23
2668,radio,drying,0
2669,radio,kuband,3
2670,radio,iss,123
2671,radio,progress,0
2672,radio,repress,0
2673,radio,mcc,2
2674,ham,session,238
2675,ham,data,1
2676,ham,transfer,4
2677,ham,questionnaire,0
2678,ham,downlink,0
2679,ham,mec,0
2680,ham,air,2
2681,ham,sm,127
2682,ham,sampling,20
2683,ham,fan,1
2684,ham,cleaning,4
2685,ham,maintenance,0
2686,ham,сож,0
2687,ham,ssc,0
2688,ham,support,0
2689,ham,cleanup,0
2690,ham,cable,1
2691,ham,cargo,1
2692,ham,file,0
2693,ham,comm,15
2694,ham,config,5
2695,ham,reconfig,2
2696,ham,test,27
2697,ham,check,22
2698,ham,monitoring,17
2699,ham,water,0
2700,ham,private,0
2701,ham,icv,0
2702,ham,fgb,42
2703,ham,measurements,0
2704,ham,lab,0
2705,ham,battery,1
2706,ham,status,0
2707,ham,charge,0
2708,ham,payload,3
2709,ham,video,14
2710,ham,review,0
2711,ham,msg,3
2712,ham,experiment,5
2713,ham,procedure,0
2714,ham,inspection,0
2715,ham,laptop,1
2716,ham,tank,0
2717,ham,morning,0
2718,ham,soyuz,1
2719,ham,unit,5
2720,ham,replacement,2
2721,ham,bag,0
2722,ham,filter,0
2723,ham,start,1
2724,ham,photo,5
2725,ham,regeneration,0
2726,ham,cartridge,0
2727,ham,бмп,0
2728,ham,tagup,19
2729,ham,specialists,12
2730,ham,activation,106
2731,ham,preparation,4
2732,ham,installation,7
2733,ham,dc1,2
2734,ham,node,0
2735,ham,equipment,25
2736,ham,prep,77
2737,ham,return,0
2738,ham,stow,4
2739,ham,exercise,0
2740,ham,physical,0
2741,ham,day,1
2742,ham,tvis,0
2743,ham,ims,1
2744,ham,collection,3
2745,ham,hrf,0
2746,ham,blood,0
2747,ham,urine,0
2748,ham,tv,6
2749,ham,drying,0
2750,ham,kuband,0
2751,ham,iss,113
2752,ham,progress,1
2753,ham,repress,0
2754,ham,mcc,0
2755,session,data,22
2756,session,transfer,2
2757,session,questionnaire,2
2758,session,downlink,10
2759,session,mec,0
2760,session,air,4
2761,session,sm,50
2762,session,sampling,4
2763,session,fan,0
2764,session,cleaning,0
2765,session,maintenance,0
2766,session,сож,0
2767,session,ssc,1
2768,session,support,1
2769,session,cleanup,0
2770,session,cable,0
2771,session,cargo,0
2772,session,file,1
2773,session,comm,38
2774,session,config,7
2775,session,reconfig,0
2776,session,test,32
2777,session,check,7
2778,session,monitoring,2
2779,session,water,0
2780,session,private,2
2781,session,icv,0
2782,session,fgb,0
2783,session,measurements,6
2784,session,lab,4
2785,session,battery,1
2786,session,status,1
2787,session,charge,0
2788,session,payload,5
2789,session,video,30
2790,session,review,2
2791,session,msg,0
2792,session,experiment,38
2793,session,procedure,2
2794,session,inspection,0
2795,session,laptop,0
2796,session,tank,0
2797,session,morning,0
2798,session,soyuz,5
2799,session,unit,0
2800,session,replacement,0
2801,session,bag,0
2802,session,filter,0
2803,session,start,4
2804,session,photo,52
2805,session,regeneration,0
2806,session,cartridge,0
2807,session,бмп,0
2808,session,tagup,51
2809,session,specialists,33
2810,session,activation,7
2811,session,preparation,12
2812,session,installation,4
2813,session,dc1,0
2814,session,node,0
2815,session,equipment,5
2816,session,prep,52
2817,session,return,0
2818,session,stow,0
2819,session,exercise,6
2820,session,physical,1
2821,session,day,5
2822,session,tvis,3
2823,session,ims,0
2824,session,collection,17
2825,session,hrf,0
2826,session,blood,0
2827,session,urine,0
2828,session,tv,72
2829,session,drying,0
2830,session,kuband,0
2831,session,iss,82
2832,session,progress,0
2833,session,repress,0
2834,session,mcc,3
2835,data,transfer,745
2836,data,questionnaire,75
2837,data,downlink,794
2838,data,mec,348
2839,data,air,264
2840,data,sm,313
2841,data,sampling,2
2842,data,fan,3
2843,data,cleaning,4
2844,data,maintenance,230
2845,data,сож,229
2846,data,ssc,34
2847,data,support,5
2848,data,cleanup,12
2849,data,cable,39
2850,data,cargo,0
2851,data,file,74
2852,data,comm,34
2853,data,config,16
2854,data,reconfig,5
2855,data,test,178
2856,data,check,66
2857,data,monitoring,24
2858,data,water,130
2859,data,private,0
2860,data,icv,60
2861,data,fgb,142
2862,data,measurements,25
2863,data,lab,20
2864,data,battery,14
2865,data,status,98
2866,data,charge,1
2867,data,payload,47
2868,data,video,28
2869,data,review,3
2870,data,msg,4
2871,data,experiment,54
2872,data,procedure,0
2873,data,inspection,53
2874,data,laptop,285
2875,data,tank,0
2876,data,morning,0
2877,data,soyuz,11
2878,data,unit,34
2879,data,replacement,4
2880,data,bag,3
2881,data,filter,7
2882,data,start,108
2883,data,photo,40
2884,data,regeneration,0
2885,data,cartridge,0
2886,data,бмп,0
2887,data,tagup,207
2888,data,specialists,129
2889,data,activation,46
2890,data,preparation,23
2891,data,installation,20
2892,data,dc1,4
2893,data,node,2
2894,data,equipment,49
2895,data,prep,64
2896,data,return,25
2897,data,stow,177
2898,data,exercise,26
2899,data,physical,4
2900,data,day,21
2901,data,tvis,259
2902,data,ims,22
2903,data,collection,348
2904,data,hrf,45
2905,data,blood,3
2906,data,urine,1
2907,data,tv,274
2908,data,drying,0
2909,data,kuband,3
2910,data,iss,106
2911,data,progress,2
2912,data,repress,1
2913,data,mcc,28
2914,transfer,questionnaire,1
2915,transfer,downlink,67
2916,transfer,mec,364
2917,transfer,air,19
2918,transfer,sm,339
2919,transfer,sampling,1
2920,transfer,fan,4
2921,transfer,cleaning,2
2922,transfer,maintenance,13
2923,transfer,сож,2
2924,transfer,ssc,15
2925,transfer,support,42
2926,transfer,cleanup,5
2927,transfer,cable,6
2928,transfer,cargo,225
2929,transfer,file,121
2930,transfer,comm,3
2931,transfer,config,61
2932,transfer,reconfig,14
2933,transfer,test,26
2934,transfer,check,26
2935,transfer,monitoring,5
2936,transfer,water,255
2937,transfer,private,0
2938,transfer,icv,6
2939,transfer,fgb,54
2940,transfer,measurements,3
2941,transfer,lab,40
2942,transfer,battery,5
2943,transfer,status,34
2944,transfer,charge,2
2945,transfer,payload,13
2946,transfer,video,33
2947,transfer,review,35
2948,transfer,msg,10
2949,transfer,experiment,15
2950,transfer,procedure,13
2951,transfer,inspection,12
2952,transfer,laptop,59
2953,transfer,tank,248
2954,transfer,morning,0
2955,transfer,soyuz,395
2956,transfer,unit,8
2957,transfer,replacement,17
2958,transfer,bag,28
2959,transfer,filter,7
2960,transfer,start,55
2961,transfer,photo,35
2962,transfer,regeneration,17
2963,transfer,cartridge,1
2964,transfer,бмп,0
2965,transfer,tagup,157
2966,transfer,specialists,71
2967,transfer,activation,56
2968,transfer,preparation,20
2969,transfer,installation,40
2970,transfer,dc1,123
2971,transfer,node,36
2972,transfer,equipment,127
2973,transfer,prep,84
2974,transfer,return,80
2975,transfer,stow,139
2976,transfer,exercise,3
2977,transfer,physical,0
2978,transfer,day,0
2979,transfer,tvis,264
2980,transfer,ims,294
2981,transfer,collection,3
2982,transfer,hrf,41
2983,transfer,blood,9
2984,transfer,urine,119
2985,transfer,tv,524
2986,transfer,drying,0
2987,transfer,kuband,7
2988,transfer,iss,124
2989,transfer,progress,544
2990,transfer,repress,2
2991,transfer,mcc,35
2992,questionnaire,downlink,1
2993,questionnaire,mec,0
2994,questionnaire,air,510
2995,questionnaire,sm,3
2996,questionnaire,sampling,0
2997,questionnaire,fan,0
2998,questionnaire,cleaning,0
2999,questionnaire,maintenance,4
3000,questionnaire,сож,0
3001,questionnaire,ssc,0
3002,questionnaire,support,0
3003,questionnaire,cleanup,0
3004,questionnaire,cable,0
3005,questionnaire,cargo,0
3006,questionnaire,file,3
3007,questionnaire,comm,7
3008,questionnaire,config,0
3009,questionnaire,reconfig,0
3010,questionnaire,test,31
3011,questionnaire,check,0
3012,questionnaire,monitoring,0
3013,questionnaire,water,1
3014,questionnaire,private,6
3015,questionnaire,icv,0
3016,questionnaire,fgb,0
3017,questionnaire,measurements,0
3018,questionnaire,lab,0
3019,questionnaire,battery,0
3020,questionnaire,status,0
3021,questionnaire,charge,0
3022,questionnaire,payload,0
3023,questionnaire,video,0
3024,questionnaire,review,0
3025,questionnaire,msg,0
3026,questionnaire,experiment,4
3027,questionnaire,procedure,0
3028,questionnaire,inspection,0
3029,questionnaire,laptop,0
3030,questionnaire,tank,0
3031,questionnaire,morning,0
3032,questionnaire,soyuz,2
3033,questionnaire,unit,0
3034,questionnaire,replacement,0
3035,questionnaire,bag,0
3036,questionnaire,filter,0
3037,questionnaire,start,3
3038,questionnaire,photo,1
3039,questionnaire,regeneration,0
3040,questionnaire,cartridge,0
3041,questionnaire,бмп,0
3042,questionnaire,tagup,6
3043,questionnaire,specialists,5
3044,questionnaire,activation,1
3045,questionnaire,preparation,1
3046,questionnaire,installation,0
3047,questionnaire,dc1,0
3048,questionnaire,node,0
3049,questionnaire,equipment,1
3050,questionnaire,prep,1
3051,questionnaire,return,0
3052,questionnaire,stow,0
3053,questionnaire,exercise,0
3054,questionnaire,physical,0
3055,questionnaire,day,0
3056,questionnaire,tvis,0
3057,questionnaire,ims,0
3058,questionnaire,collection,12
3059,questionnaire,hrf,0
3060,questionnaire,blood,0
3061,questionnaire,urine,0
3062,questionnaire,tv,0
3063,questionnaire,drying,0
3064,questionnaire,kuband,0
3065,questionnaire,iss,0
3066,questionnaire,progress,0
3067,questionnaire,repress,0
3068,questionnaire,mcc,0
3069,downlink,mec,11
3070,downlink,air,17
3071,downlink,sm,245
3072,downlink,sampling,2
3073,downlink,fan,1
3074,downlink,cleaning,3
3075,downlink,maintenance,16
3076,downlink,сож,17
3077,downlink,ssc,8
3078,downlink,support,0
3079,downlink,cleanup,9
3080,downlink,cable,11
3081,downlink,cargo,3
3082,downlink,file,169
3083,downlink,comm,6
3084,downlink,config,85
3085,downlink,reconfig,4
3086,downlink,test,134
3087,downlink,check,7
3088,downlink,monitoring,4
3089,downlink,water,6
3090,downlink,private,3
3091,downlink,icv,5
3092,downlink,fgb,22
3093,downlink,measurements,11
3094,downlink,lab,4
3095,downlink,battery,8
3096,downlink,status,5
3097,downlink,charge,2
3098,downlink,payload,12
3099,downlink,video,348
3100,downlink,review,1
3101,downlink,msg,6
3102,downlink,experiment,44
3103,downlink,procedure,0
3104,downlink,inspection,10
3105,downlink,laptop,88
3106,downlink,tank,1
3107,downlink,morning,0
3108,downlink,soyuz,82
3109,downlink,unit,4
3110,downlink,replacement,4
3111,downlink,bag,4
3112,downlink,filter,1
3113,downlink,start,46
3114,downlink,photo,247
3115,downlink,regeneration,0
3116,downlink,cartridge,0
3117,downlink,бмп,1
3118,downlink,tagup,171
3119,downlink,specialists,102
3120,downlink,activation,38
3121,downlink,preparation,112
3122,downlink,installation,8
3123,downlink,dc1,35
3124,downlink,node,0
3125,downlink,equipment,75
3126,downlink,prep,338
3127,downlink,return,2
3128,downlink,stow,42
3129,downlink,exercise,18
3130,downlink,physical,2
3131,downlink,day,16
3132,downlink,tvis,20
3133,downlink,ims,13
3134,downlink,collection,43
3135,downlink,hrf,8
3136,downlink,blood,0
3137,downlink,urine,1
3138,downlink,tv,533
3139,downlink,drying,0
3140,downlink,kuband,253
3141,downlink,iss,164
3142,downlink,progress,117
3143,downlink,repress,0
3144,downlink,mcc,118
3145,mec,air,6
3146,mec,sm,258
3147,mec,sampling,1
3148,mec,fan,0
3149,mec,cleaning,3
3150,mec,maintenance,1
3151,mec,сож,0
3152,mec,ssc,5
3153,mec,support,1
3154,mec,cleanup,0
3155,mec,cable,0
3156,mec,cargo,1
3157,mec,file,84
3158,mec,comm,15
3159,mec,config,2
3160,mec,reconfig,1
3161,mec,test,6
3162,mec,check,6
3163,mec,monitoring,3
3164,mec,water,0
3165,mec,private,0
3166,mec,icv,0
3167,mec,fgb,7
3168,mec,measurements,2
3169,mec,lab,5
3170,mec,battery,0
3171,mec,status,1
3172,mec,charge,0
3173,mec,payload,1
3174,mec,video,2
3175,mec,review,0
3176,mec,msg,2
3177,mec,experiment,0
3178,mec,procedure,1
3179,mec,inspection,5
3180,mec,laptop,0
3181,mec,tank,0
3182,mec,morning,0
3183,mec,soyuz,13
3184,mec,unit,3
3185,mec,replacement,2
3186,mec,bag,2
3187,mec,filter,1
3188,mec,start,0
3189,mec,photo,55
3190,mec,regeneration,0
3191,mec,cartridge,0
3192,mec,бмп,0
3193,mec,tagup,7
3194,mec,specialists,5
3195,mec,activation,3
3196,mec,preparation,1
3197,mec,installation,44
3198,mec,dc1,15
3199,mec,node,10
3200,mec,equipment,4
3201,mec,prep,5
3202,mec,return,0
3203,mec,stow,12
3204,mec,exercise,10
3205,mec,physical,1
3206,mec,day,0
3207,mec,tvis,296
3208,mec,ims,3
3209,mec,collection,0
3210,mec,hrf,1
3211,mec,blood,0
3212,mec,urine,0
3213,mec,tv,300
3214,mec,drying,0
3215,mec,kuband,0
3216,mec,iss,5
3217,mec,progress,115
3218,mec,repress,0
3219,mec,mcc,5
3220,air,sm,546
3221,air,sampling,444
3222,air,fan,107
3223,air,cleaning,187
3224,air,maintenance,213
3225,air,сож,193
3226,air,ssc,3
3227,air,support,1
3228,air,cleanup,9
3229,air,cable,14
3230,air,cargo,3
3231,air,file,3
3232,air,comm,16
3233,air,config,40
3234,air,reconfig,20
3235,air,test,42
3236,air,check,58
3237,air,monitoring,50
3238,air,water,136
3239,air,private,6
3240,air,icv,0
3241,air,fgb,317
3242,air,measurements,6
3243,air,lab,21
3244,air,battery,5
3245,air,status,1
3246,air,charge,0
3247,air,payload,1
3248,air,video,20
3249,air,review,13
3250,air,msg,12
3251,air,experiment,18
3252,air,procedure,20
3253,air,inspection,67
3254,air,laptop,3
3255,air,tank,4
3256,air,morning,0
3257,air,soyuz,62
3258,air,unit,40
3259,air,replacement,23
3260,air,bag,5
3261,air,filter,109
3262,air,start,162
3263,air,photo,17
3264,air,regeneration,1
3265,air,cartridge,0
3266,air,бмп,1
3267,air,tagup,56
3268,air,specialists,50
3269,air,activation,166
3270,air,preparation,32
3271,air,installation,150
3272,air,dc1,167
3273,air,node,34
3274,air,equipment,30
3275,air,prep,57
3276,air,return,3
3277,air,stow,48
3278,air,exercise,17
3279,air,physical,0
3280,air,day,2
3281,air,tvis,5
3282,air,ims,3
3283,air,collection,89
3284,air,hrf,1
3285,air,blood,0
3286,air,urine,0
3287,air,tv,32
3288,air,drying,195
3289,air,kuband,3
3290,air,iss,63
3291,air,progress,182
3292,air,repress,54
3293,air,mcc,34
3294,sm,sampling,226
3295,sm,fan,140
3296,sm,cleaning,271
3297,sm,maintenance,479
3298,sm,сож,139
3299,sm,ssc,8
3300,sm,support,20
3301,sm,cleanup,3
3302,sm,cable,53
3303,sm,cargo,1
3304,sm,file,40
3305,sm,comm,108
3306,sm,config,129
3307,sm,reconfig,54
3308,sm,test,344
3309,sm,check,284
3310,sm,monitoring,64
3311,sm,water,261
3312,sm,private,16
3313,sm,icv,0
3314,sm,fgb,562
3315,sm,measurements,73
3316,sm,lab,71
3317,sm,battery,39
3318,sm,status,18
3319,sm,charge,12
3320,sm,payload,82
3321,sm,video,204
3322,sm,review,13
3323,sm,msg,40
3324,sm,experiment,348
3325,sm,procedure,18
3326,sm,inspection,234
3327,sm,laptop,73
3328,sm,tank,167
3329,sm,morning,62
3330,sm,soyuz,186
3331,sm,unit,135
3332,sm,replacement,103
3333,sm,bag,82
3334,sm,filter,194
3335,sm,start,100
3336,sm,photo,206
3337,sm,regeneration,7
3338,sm,cartridge,78
3339,sm,бмп,34
3340,sm,tagup,434
3341,sm,specialists,251
3342,sm,activation,403
3343,sm,preparation,96
3344,sm,installation,190
3345,sm,dc1,206
3346,sm,node,67
3347,sm,equipment,81
3348,sm,prep,212
3349,sm,return,18
3350,sm,stow,189
3351,sm,exercise,2
3352,sm,physical,6
3353,sm,day,93
3354,sm,tvis,21
3355,sm,ims,55
3356,sm,collection,31
3357,sm,hrf,121
3358,sm,blood,27
3359,sm,urine,14
3360,sm,tv,571
3361,sm,drying,3
3362,sm,kuband,62
3363,sm,iss,566
3364,sm,progress,422
3365,sm,repress,16
3366,sm,mcc,441
3367,sampling,fan,1
3368,sampling,cleaning,2
3369,sampling,maintenance,1
3370,sampling,сож,0
3371,sampling,ssc,0
3372,sampling,support,1
3373,sampling,cleanup,0
3374,sampling,cable,0
3375,sampling,cargo,0
3376,sampling,file,0
3377,sampling,comm,0
3378,sampling,config,17
3379,sampling,reconfig,0
3380,sampling,test,3
3381,sampling,check,1
3382,sampling,monitoring,8
3383,sampling,water,241
3384,sampling,private,0
3385,sampling,icv,0
3386,sampling,fgb,68
3387,sampling,measurements,1
3388,sampling,lab,9
3389,sampling,battery,0
3390,sampling,status,0
3391,sampling,charge,0
3392,sampling,payload,0
3393,sampling,video,2
3394,sampling,review,3
3395,sampling,msg,0
3396,sampling,experiment,7
3397,sampling,procedure,9
3398,sampling,inspection,0
3399,sampling,laptop,0
3400,sampling,tank,4
3401,sampling,morning,0
3402,sampling,soyuz,1
3403,sampling,unit,17
3404,sampling,replacement,7
3405,sampling,bag,69
3406,sampling,filter,7
3407,sampling,start,75
3408,sampling,photo,17
3409,sampling,regeneration,0
3410,sampling,cartridge,0
3411,sampling,бмп,0
3412,sampling,tagup,6
3413,sampling,specialists,5
3414,sampling,activation,3
3415,sampling,preparation,13
3416,sampling,installation,21
3417,sampling,dc1,2
3418,sampling,node,11
3419,sampling,equipment,26
3420,sampling,prep,38
3421,sampling,return,1
3422,sampling,stow,50
3423,sampling,exercise,0
3424,sampling,physical,0
3425,sampling,day,1
3426,sampling,tvis,0
3427,sampling,ims,0
3428,sampling,collection,27
3429,sampling,hrf,26
3430,sampling,blood,24
3431,sampling,urine,91
3432,sampling,tv,10
3433,sampling,drying,0
3434,sampling,kuband,0
3435,sampling,iss,4
3436,sampling,progress,30
3437,sampling,repress,0
3438,sampling,mcc,1
3439,fan,cleaning,576
3440,fan,maintenance,131
3441,fan,сож,0
3442,fan,ssc,14
3443,fan,support,13
3444,fan,cleanup,10
3445,fan,cable,0
3446,fan,cargo,0
3447,fan,file,0
3448,fan,comm,2
3449,fan,config,4
3450,fan,reconfig,3
3451,fan,test,5
3452,fan,check,21
3453,fan,monitoring,1
3454,fan,water,0
3455,fan,private,0
3456,fan,icv,0
3457,fan,fgb,288
3458,fan,measurements,0
3459,fan,lab,6
3460,fan,battery,5
3461,fan,status,1
3462,fan,charge,5
3463,fan,payload,0
3464,fan,video,0
3465,fan,review,0
3466,fan,msg,1
3467,fan,experiment,6
3468,fan,procedure,2
3469,fan,inspection,38
3470,fan,laptop,4
3471,fan,tank,0
3472,fan,morning,2
3473,fan,soyuz,46
3474,fan,unit,50
3475,fan,replacement,82
3476,fan,bag,55
3477,fan,filter,73
3478,fan,start,0
3479,fan,photo,14
3480,fan,regeneration,0
3481,fan,cartridge,9
3482,fan,бмп,57
3483,fan,tagup,22
3484,fan,specialists,15
3485,fan,activation,45
3486,fan,preparation,5
3487,fan,installation,20
3488,fan,dc1,190
3489,fan,node,11
3490,fan,equipment,2
3491,fan,prep,11
3492,fan,return,0
3493,fan,stow,5
3494,fan,exercise,0
3495,fan,physical,0
3496,fan,day,0
3497,fan,tvis,0
3498,fan,ims,43
3499,fan,collection,0
3500,fan,hrf,0
3501,fan,blood,0
3502,fan,urine,0
3503,fan,tv,2
3504,fan,drying,5
3505,fan,kuband,0
3506,fan,iss,2
3507,fan,progress,1
3508,fan,repress,0
3509,fan,mcc,7
3510,cleaning,maintenance,154
3511,cleaning,сож,0
3512,cleaning,ssc,16
3513,cleaning,support,19
3514,cleaning,cleanup,0
3515,cleaning,cable,2
3516,cleaning,cargo,5
3517,cleaning,file,1
3518,cleaning,comm,0
3519,cleaning,config,0
3520,cleaning,reconfig,0
3521,cleaning,test,0
3522,cleaning,check,28
3523,cleaning,monitoring,0
3524,cleaning,water,9
3525,cleaning,private,0
3526,cleaning,icv,0
3527,cleaning,fgb,553
3528,cleaning,measurements,0
3529,cleaning,lab,9
3530,cleaning,battery,0
3531,cleaning,status,24
3532,cleaning,charge,1
3533,cleaning,payload,0
3534,cleaning,video,2
3535,cleaning,review,0
3536,cleaning,msg,11
3537,cleaning,experiment,1
3538,cleaning,procedure,0
3539,cleaning,inspection,65
3540,cleaning,laptop,61
3541,cleaning,tank,0
3542,cleaning,morning,0
3543,cleaning,soyuz,37
3544,cleaning,unit,37
3545,cleaning,replacement,75
3546,cleaning,bag,83
3547,cleaning,filter,223
3548,cleaning,start,1
3549,cleaning,photo,27
3550,cleaning,regeneration,0
3551,cleaning,cartridge,11
3552,cleaning,бмп,56
3553,cleaning,tagup,16
3554,cleaning,specialists,15
3555,cleaning,activation,3
3556,cleaning,preparation,1
3557,cleaning,installation,1
3558,cleaning,dc1,223
3559,cleaning,node,40
3560,cleaning,equipment,18
3561,cleaning,prep,1
3562,cleaning,return,5
3563,cleaning,stow,24
3564,cleaning,exercise,0
3565,cleaning,physical,0
3566,cleaning,day,0
3567,cleaning,tvis,0
3568,cleaning,ims,58
3569,cleaning,collection,0
3570,cleaning,hrf,1
3571,cleaning,blood,0
3572,cleaning,urine,0
3573,cleaning,tv,14
3574,cleaning,drying,0
3575,cleaning,kuband,0
3576,cleaning,iss,3
3577,cleaning,progress,2
3578,cleaning,repress,0
3579,cleaning,mcc,11
3580,maintenance,сож,486
3581,maintenance,ssc,4
3582,maintenance,support,26
3583,maintenance,cleanup,0
3584,maintenance,cable,3
3585,maintenance,cargo,0
3586,maintenance,file,2
3587,maintenance,comm,4
3588,maintenance,config,4
3589,maintenance,reconfig,3
3590,maintenance,test,16
3591,maintenance,check,43
3592,maintenance,monitoring,19
3593,maintenance,water,131
3594,maintenance,private,0
3595,maintenance,icv,0
3596,maintenance,fgb,299
3597,maintenance,measurements,0
3598,maintenance,lab,6
3599,maintenance,battery,7
3600,maintenance,status,15
3601,maintenance,charge,2
3602,maintenance,payload,9
3603,maintenance,video,2
3604,maintenance,review,5
3605,maintenance,msg,0
3606,maintenance,experiment,2
3607,maintenance,procedure,4
3608,maintenance,inspection,166
3609,maintenance,laptop,1
3610,maintenance,tank,22
3611,maintenance,morning,0
3612,maintenance,soyuz,1
3613,maintenance,unit,68
3614,maintenance,replacement,20
3615,maintenance,bag,13
3616,maintenance,filter,26
3617,maintenance,start,5
3618,maintenance,photo,12
3619,maintenance,regeneration,0
3620,maintenance,cartridge,1
3621,maintenance,бмп,32
3622,maintenance,tagup,15
3623,maintenance,specialists,6
3624,maintenance,activation,22
3625,maintenance,preparation,17
3626,maintenance,installation,28
3627,maintenance,dc1,14
3628,maintenance,node,4
3629,maintenance,equipment,19
3630,maintenance,prep,44
3631,maintenance,return,0
3632,maintenance,stow,20
3633,maintenance,exercise,0
3634,maintenance,physical,0
3635,maintenance,day,0
3636,maintenance,tvis,106
3637,maintenance,ims,4
3638,maintenance,collection,1
3639,maintenance,hrf,2
3640,maintenance,blood,0
3641,maintenance,urine,6
3642,maintenance,tv,110
3643,maintenance,drying,1
3644,maintenance,kuband,0
3645,maintenance,iss,9
3646,maintenance,progress,1
3647,maintenance,repress,2
3648,maintenance,mcc,60
3649,сож,ssc,0
3650,сож,support,1
3651,сож,cleanup,0
3652,сож,cable,0
3653,сож,cargo,0
3654,сож,file,0
3655,сож,comm,0
3656,сож,config,0
3657,сож,reconfig,0
3658,сож,test,1
3659,сож,check,24
3660,сож,monitoring,17
3661,сож,water,119
3662,сож,private,0
3663,сож,icv,0
3664,сож,fgb,137
3665,сож,measurements,0
3666,сож,lab,0
3667,сож,battery,0
3668,сож,status,2
3669,сож,charge,0
3670,сож,payload,0
3671,сож,video,0
3672,сож,review,0
3673,сож,msg,0
3674,сож,experiment,0
3675,сож,procedure,0
3676,сож,inspection,157
3677,сож,laptop,0
3678,сож,tank,2
3679,сож,morning,0
3680,сож,soyuz,0
3681,сож,unit,28
3682,сож,replacement,4
3683,сож,bag,1
3684,сож,filter,9
3685,сож,start,0
